Tweet_Id,Timestamp,Source,Text,Expanded_Urls,Rating_Numerator,Rating_Denominator,Name,Link,Jpg_Url,Img_Num,Retweet_Count,Favorite_Count,Dog_Stage
889278841981685760,2017-07-24 00:19:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim.  fr*ckin frightening #BarkWeek ,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,https://t.co/WpHvrQedPb,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,5637,25652,None
888917238123831296,2017-07-23 00:22:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys.  for both ,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,https://t.co/chxruIOUJN,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,4709,29611,None
888804989199671297,2017-07-22 16:56:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.  would do my best ,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,https://t.co/HTQ77yNQ5K,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,4559,26080,None
888554962724278272,2017-07-22 00:23:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive.  inspirational af ,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,https://t.co/YnYAFCTTiK,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,3732,20290,None
888078434458587136,2017-07-20 16:49:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.  didn't want the job anyway ,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,https://t.co/DK7iDPfuRX,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,3653,22201,None
887705289381826560,2017-07-19 16:06:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.  h*ckin strategic ,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,https://t.co/PhrUk20Q64,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,5609,30779,None
887473957103951883,2017-07-19 00:47:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful.  someone help her ,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,https://t.co/cLyzpcUcMX,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,18781,69871,None
887101392804085760,2017-07-18 00:07:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...  would suffocate in floof ,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,https://t.co/4Ad1jzJSdp,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,6167,31061,None
886736880519319552,2017-07-16 23:58:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed , but he needs your help

","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,https://t.co/ISvKOSkd5b,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,3443,12306,None
886366144734445568,2017-07-15 23:25:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.  deep breaths Roscoe ,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,https://t.co/RGE08MIJox,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,3316,21524,"pupper,None"
885984800019947520,2017-07-14 22:10:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.  pls pet with caution ,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,https://t.co/BuveP0uMF1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,7097,33382,None
885528943205470208,2017-07-13 15:58:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us.  would pat noggin approvingly ,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,6683,36689,None
885167619883638784,2017-07-12 16:03:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.  ,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,https://t.co/44ItaMubBf,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,4556,22367,None
884925521741709313,2017-07-12 00:01:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it.  it's delightful, Earl ",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,https://t.co/MYJvdlNRVa,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,16439,68152,None
884876753390489601,2017-07-11 20:47:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.  you're doing great Lola ,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,https://t.co/74TKAUsLkO,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,6096,28514,None
884562892145688576,2017-07-11 00:00:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy.  what is your secret Kevin ,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,5100,24765,None
884441805382717440,2017-07-10 15:58:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.  (IG: itselizabethgales) ",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,https://t.co/vvBOcC2VdC,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,5856,27478,None
884162670584377345,2017-07-09 21:29:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.  for dangerously dapper doggo ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,https://t.co/YSI00BzTBZ,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,3128,20771,"doggo,None"
883838122936631299,2017-07-09 00:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.  super good boy ,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,https://t.co/V85xujjDDY,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,3586,22349,None
883482846933004288,2017-07-08 00:28:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13. ","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,https://t.co/qjrljjt948,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,10407,46860,None
883360690899218434,2017-07-07 16:22:55 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.  heroic as h*ck ,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,https://t.co/rf661IFEYP,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,3825,22986,"floofer,None"
883117836046086144,2017-07-07 00:17:54 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...  would sneak a pat ","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,https://t.co/Se5fZ9wp5E,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,6949,37914,None
882762694511734784,2017-07-06 00:46:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.  would let steal my girl ,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,5134,28903,"pupper,None"
882627270321602560,2017-07-05 15:48:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.  Phelps is nervous (IG: stanleythe_corgi) ,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,https://t.co/Nx52PGwH94,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,6342,28382,None
882268110199369728,2017-07-04 16:01:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success.  happy 4th Alfy 🇺🇸 ,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,12118,45880,None
881666595344535552,2017-07-03 00:11:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.  would boop intensely ,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,11099,51522,None
880872448815771648,2017-06-30 19:35:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...  ,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,https://t.co/WiAMbTkDPf,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,3989,21734,None
880465832366813184,2017-06-29 16:39:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success.  would perform a sandy boop ,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,6546,29075,None
880095782870896641,2017-06-28 16:09:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho  ,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,https://t.co/HauE8M3Bu4,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,4533,28150,None
879862464715927552,2017-06-28 00:42:13 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance.  ,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,3642,22667,None
879415818425184262,2017-06-26 19:07:24 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt.  someone help him (vid by Georgia Felici) ,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,https://t.co/UDT7ZkcTgY,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,45849,107956,None
879008229531029506,2017-06-25 16:07:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere.  would protect at all costs ,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,https://t.co/YDtpCjIPKN,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,2812,19317,None
878776093423087618,2017-06-25 00:45:22 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs.  would love back #PrideMonth ,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,https://t.co/lNZwgNO4gS,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,4319,19763,puppo
878281511006478336,2017-06-23 16:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still  tho. Help him out below

","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,https://t.co/lUiQH219v6,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,1349,7913,None
878057613040115712,2017-06-23 01:10:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.  for all involved ,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,7181,42876,None
877736472329191424,2017-06-22 03:54:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Aja. She was just told she's a good dog. Suspicions confirmed.  would tell again ,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,17300,71144,None
877316821321428993,2017-06-21 00:06:44 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome.  for water resistant good boy ","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,https://t.co/SHRTIo5pxc,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,5414,27907,None
877201837425926144,2017-06-20 16:29:50 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him.  would give congratulatory boop ,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,https://t.co/4g4cfj3P4Y,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,5880,27755,None
876838120628539392,2017-06-19 16:24:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting.  would snug passionately ,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,https://t.co/j211oCDRs6,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,3506,21125,"pupper,None"
876484053909872640,2017-06-18 16:57:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you.  super duper good boy ,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,https://t.co/26BXueUgbs,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,2511,19163,None
876120275196170240,2017-06-17 16:52:05 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches.  much excite ",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,https://t.co/ejExJFq3ek,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,4903,28490,None
875747767867523072,2017-06-16 16:11:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level.  will steal your girl ",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,https://t.co/V2WlACRJCN,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,4497,25773,None
875021211251597312,2017-06-14 16:04:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir.  stealthy as h*ck ,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,None,https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,4922,26022,None
874680097055178752,2017-06-13 17:29:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Cash. He hath acquired a stick. A very good stick tbh.  would pat head approvingly ,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,4875,28439,None
874296783580663808,2017-06-12 16:06:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jed. He may be the fanciest pupper in the game right now. Knows it too.  would sign modeling contract ,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,4308,26651,"pupper,None"
874057562936811520,2017-06-12 00:15:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you...  ",https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,None,https://t.co/pwY9PQhtP2,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,4125,23134,None
874012996292530176,2017-06-11 21:18:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.  #PrideMonth puppo ","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,Sebastian,https://t.co/XBE0evJZ6V,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,11007,35501,puppo
873580283840344065,2017-06-10 16:39:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too.  would hug firmly ",https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,None,https://t.co/mNuMH9400n,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,4143,24837,None
873213775632977920,2017-06-09 16:22:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Sierra. She's one precious pupper. Absolute . Been in and out of ICU her whole life. Help Sierra below

","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,Sierra,https://t.co/V5lkvrGLdQ,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,1667,7467,"pupper,None"
872967104147763200,2017-06-09 00:02:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad.  good to go doggo ,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12,10,None,https://t.co/EMYIdoblMR,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,5669,28031,"doggo,None"
